], Pattern [name=letter_H+letter_N+letter_K+two_line, alias=P416, format=1001011111110101011011111, value=308, r=0, weight=0.0, is_eb=false, formatCode=19917535, sunNum=18
], Pattern [name=letter_I+three_line+chess+two_line+two_line+two_line+four_corners, alias=P578, format=1111101010110011111111111, value=201, r=0, weight=0.0, is_eb=false, formatCode=32860159, sunNum=20
], Pattern [name=letter_I+three_line+chess+two_line+two_line+two_line+four_corners, alias=P579, format=1110111111110011111111111, value=201, r=0, weight=0.0, is_eb=false, formatCode=31451135, sunNum=22
], Pattern [name=letter_H+three_line+chess+two_line+two_line+two_line+four_corners, alias=P580, format=1011111111110111101011111, value=201, r=0, weight=0.0, is_eb=false, formatCode=25161567, sunNum=21
], Pattern [name=letter_I+three_line+chess+two_line+two_line+two_line+four_corners, alias=P581, format=1110101010110111111111111, value=201, r=0, weight=0.0, is_eb=false, formatCode=30765055, sunNum=20
], Pattern [name=letter_K+three_line+chess+two_line+two_line+two_line+four_corners, alias=P582, format=1011111111110011111111111, value=201, r=0, weight=0.0, is_eb=false, formatCode=25159679, sunNum=22
], Pattern [name=letter_C+three_line+chess+two_line+two_line+two_line+four_corners, alias=P583, format=1111111111100011101011111, value=201, r=0, weight=0.0, is_eb=false, formatCode=33539935, sunNum=20
], Pattern [name=letter_P+three_line+chess+two_line+two_line+two_line+four_corners, alias=P584, format=1111111111110111101010101, value=201, r=0, weight=0.0, is_eb=false, formatCode=33550165, sunNum=20
], Pattern [name=letter_P+letter_I, alias=P585, format=1111011010110101100011100, value=200, r=0, weight=0.0, is_eb=false, formatCode=32336668, sunNum=15
], Pattern [name=letter_C+letter_I, alias=P586, format=1111011000110001100011110, value=200, r=0, weight=0.0, is_eb=false, formatCode=32269086, sunNum=14
], Pattern [name=letter_C+letter_K, alias=P587, format=1111010100110001010011110, value=200, r=0, weight=0.0, is_eb=false, formatCode=32137886, sunNum=14
], Pattern [name=letter_P+letter_K, alias=P588, format=1111010110110101010010010, value=200, r=0, weight=0.0, is_eb=false, formatCode=32205458, sunNum=14
], Pattern [name=letter_P+letter_C, alias=P589, format=1111010010110101000011110, value=200, r=0, weight=0.0, is_eb=false, formatCode=32074270, sunNum=14
], Pattern [name=letter_H+letter_K, alias=P590, format=1001010110110101011010010, value=200, r=0, weight=0.0, is_eb=false, formatCode=19622610, sunNum=13
], Pattern [name=letter_I+three_line+square+cross+two_line+two_line+two_line, alias=P591, format=1110011111110110111011111, value=194, r=0, weight=0.0, is_eb=false, formatCode=30404063, sunNum=20
], Pattern [name=letter_I+three_line+square+cross+two_line+two_line+two_line, alias=P592, format=1111111111110110111011100, value=194, r=0, weight=0.0, is_eb=false, formatCode=33549788, sunNum=20
], Pattern [name=letter_P+three_line+square+cross+two_line+two_line+two_line, alias=P593, format=1111111110110111111110100, value=194, r=0, weight=0.0, is_eb=false, formatCode=33517556, sunNum=20
], Pattern [name=letter_I+three_line+square+cross+two_line+two_line+two_line, alias=P594, format=1111101110110111111111100, value=194, r=0, weight=0.0, is_eb=false, formatCode=32993276, sunNum=20
], Pattern [name=letter_P+three_line+square+cross+two_line+two_line+two_line, alias=P595, format=1111011111110111111110100, value=194, r=0, weight=0.0, is_eb=false, formatCode=32501748, sunNum=20
], Pattern [name=letter_P+three_line+square+cross+two_line+two_line+two_line, alias=P596, format=1111111111110111111010100, value=194, r=0, weight=0.0, is_eb=false, formatCode=33550292, sunNum=20
], Pattern [name=letter_I+three_line+square+cross+two_line+two_line+two_line, alias=P597, format=1110011111110111111111100, value=194, r=0, weight=0.0, is_eb=false, formatCode=30404604, sunNum=20
], Pattern [name=letter_I+three_line+square+cross+two_line+two_line+two_line, alias=P598, format=1110001110110111111111111, value=194, r=0, weight=0.0, is_eb=false, formatCode=29847551, sunNum=20
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line+four_corners, alias=P599, format=1111111111010100111011111, value=186, r=0, weight=0.0, is_eb=false, formatCode=33532383, sunNum=20
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line+four_corners, alias=P600, format=1111111111010101111111101, value=186, r=0, weight=0.0, is_eb=false, formatCode=33532925, sunNum=21
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line+four_corners, alias=P601, format=1111101110010101111111111, value=186, r=0, weight=0.0, is_eb=false, formatCode=32975871, sunNum=20
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line+four_corners, alias=P602, format=1111111111110101111110001, value=186, r=0, weight=0.0, is_eb=false, formatCode=33549297, sunNum=20
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line+four_corners, alias=P603, format=1110111111010101111111111, value=186, r=0, weight=0.0, is_eb=false, formatCode=31435775, sunNum=21
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line+four_corners, alias=P604, format=1110111111110110110011111, value=186, r=0, weight=0.0, is_eb=false, formatCode=31452575, sunNum=20
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line+four_corners, alias=P605, format=1111111111110110110011101, value=186, r=0, weight=0.0, is_eb=false, formatCode=33549725, sunNum=20
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line+four_corners, alias=P606, format=1111101100110110110011111, value=186, r=0, weight=0.0, is_eb=false, formatCode=32927135, sunNum=18
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line+four_corners, alias=P607, format=1111101100110111111111101, value=186, r=0, weight=0.0, is_eb=false, formatCode=32927741, sunNum=20
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line+four_corners, alias=P608, format=1111110100110111111110111, value=186, r=0, weight=0.0, is_eb=false, formatCode=33189879, sunNum=20
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line+four_corners, alias=P609, format=1111111110110111111110001, value=186, r=0, weight=0.0, is_eb=false, formatCode=33517553, sunNum=20
], Pattern [name=letter_P+three_line+cross+two_line+two_line+two_line+four_corners, alias=P610, format=1111110110110111111110101, value=186, r=0, weight=0.0, is_eb=false, formatCode=33255413, sunNum=20
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line+four_corners, alias=P611, format=1110101100110111111111111, value=186, r=0, weight=0.0, is_eb=false, formatCode=30830591, sunNum=20
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line+four_corners, alias=P612, format=1111111111110111111010001, value=186, r=0, weight=0.0, is_eb=false, formatCode=33550289, sunNum=20
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line+four_corners, alias=P613, format=1011110100110111111111111, value=186, r=0, weight=0.0, is_eb=false, formatCode=24801279, sunNum=20
], Pattern [name=letter_P+three_line+cross+two_line+two_line+two_line+four_corners, alias=P614, format=1111111111110111010010101, value=186, r=0, weight=0.0, is_eb=false, formatCode=33549973, sunNum=19
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line+four_corners, alias=P615, format=1011111111110111010011111, value=186, r=0, weight=0.0, is_eb=false, formatCode=25161375, sunNum=20
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line, alias=P616, format=1111111111010101111111100, value=184, r=0, weight=0.0, is_eb=false, formatCode=33532924, sunNum=20
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line, alias=P617, format=1111111111110101111110000, value=184, r=0, weight=0.0, is_eb=false, formatCode=33549296, sunNum=19
], Pattern [name=letter_I+three_line+square+two_line+two_line+two_line, alias=P618, format=1110011111010101111111111, value=184, r=0, weight=0.0, is_eb=false, formatCode=30387199, sunNum=20
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line, alias=P619, format=1110011111110110110011111, value=184, r=0, weight=0.0, is_eb=false, formatCode=30403999, sunNum=19
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line, alias=P620, format=1111111111110110110011100, value=184, r=0, weight=0.0, is_eb=false, formatCode=33549724, sunNum=19
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line, alias=P621, format=1111101100110111111111100, value=184, r=0, weight=0.0, is_eb=false, formatCode=32927740, sunNum=19
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line, alias=P622, format=1111110100110111111110110, value=184, r=0, weight=0.0, is_eb=false, formatCode=33189878, sunNum=19
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line, alias=P623, format=1111111110110111111110000, value=184, r=0, weight=0.0, is_eb=false, formatCode=33517552, sunNum=19
], Pattern [name=letter_P+three_line+cross+two_line+two_line+two_line, alias=P624, format=1111110110110111111110100, value=184, r=0, weight=0.0, is_eb=false, formatCode=33255412, sunNum=19
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line, alias=P625, format=1111011111110111111110000, value=184, r=0, weight=0.0, is_eb=false, formatCode=32501744, sunNum=19
], Pattern [name=letter_P+three_line+square+two_line+two_line+two_line, alias=P626, format=1111111111110111111010000, value=184, r=0, weight=0.0, is_eb=false, formatCode=33550288, sunNum=19
], Pattern [name=letter_I+three_line+cross+two_line+two_line+two_line, alias=P627, format=1110001100110111111111111, value=184, r=0, weight=0.0, is_eb=false, formatCode=29782015, sunNum=19
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line, alias=P628, format=1011010100110111111111111, value=184, r=0, weight=0.0, is_eb=false, formatCode=23752703, sunNum=19
], Pattern [name=letter_P+three_line+cross+two_line+two_line+two_line, alias=P629, format=1111111111110111010010100, value=184, r=0, weight=0.0, is_eb=false, formatCode=33549972, sunNum=18
], Pattern [name=letter_K+three_line+cross+two_line+two_line+two_line, alias=P630, format=1011011111110111010011111, value=184, r=0, weight=0.0, is_eb=false, formatCode=24112799, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P631, format=1111111111010000100011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=33530143, sunNum=17
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P632, format=1111111111010001111111101, value=176, r=0, weight=0.0, is_eb=false, formatCode=33530877, sunNum=20
], Pattern [name=letter_C+three_line+two_line+two_line+two_line+four_corners, alias=P633, format=1111110000100001111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=33047551, sunNum=17
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P634, format=1111101000010001111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=32777215, sunNum=17
], Pattern [name=letter_K+three_line+two_line+two_line+two_line+four_corners, alias=P635, format=1111111111110001111110011, value=176, r=0, weight=0.0, is_eb=false, formatCode=33547251, sunNum=20
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P636, format=1110111111010001111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=31433727, sunNum=20
], Pattern [name=letter_K+three_line+two_line+two_line+two_line+four_corners, alias=P637, format=1001111111110001111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=20964351, sunNum=20
], Pattern [name=letter_C+three_line+two_line+two_line+two_line+four_corners, alias=P638, format=1111111111100001000011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=33538591, sunNum=17
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P639, format=1110111111110110100011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=31452447, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P640, format=1111111111110110100011101, value=176, r=0, weight=0.0, is_eb=false, formatCode=33549597, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P641, format=1111101000110110100011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=32795935, sunNum=16
], Pattern [name=letter_P+three_line+two_line+two_line+two_line+four_corners, alias=P642, format=1111110010110111111110001, value=176, r=0, weight=0.0, is_eb=false, formatCode=33124337, sunNum=18
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P643, format=1111101000110111111111101, value=176, r=0, weight=0.0, is_eb=false, formatCode=32796669, sunNum=19
], Pattern [name=letter_K+three_line+two_line+two_line+two_line+four_corners, alias=P644, format=1111110100110111111110011, value=176, r=0, weight=0.0, is_eb=false, formatCode=33189875, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line+four_corners, alias=P645, format=1110101000110111111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=30699519, sunNum=19
], Pattern [name=letter_K+three_line+two_line+two_line+two_line+four_corners, alias=P646, format=1001110100110111111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=20606975, sunNum=19
], Pattern [name=letter_H+three_line+two_line+two_line+two_line+four_corners, alias=P647, format=1001110010110111111111111, value=176, r=0, weight=0.0, is_eb=false, formatCode=20541439, sunNum=19
], Pattern [name=letter_H+three_line+two_line+two_line+two_line+four_corners, alias=P648, format=1001111111110111001011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=20967007, sunNum=19
], Pattern [name=letter_K+three_line+two_line+two_line+two_line+four_corners, alias=P649, format=1001111111110111010011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=20967071, sunNum=19
], Pattern [name=letter_C+three_line+two_line+two_line+two_line+four_corners, alias=P650, format=1111110000110111000011111, value=176, r=0, weight=0.0, is_eb=false, formatCode=33058335, sunNum=16
], Pattern [name=letter_P+three_line+two_line+two_line+two_line+four_corners, alias=P651, format=1111111111110111000010001, value=176, r=0, weight=0.0, is_eb=false, formatCode=33549841, sunNum=17
], Pattern [name=letter_C+three_line+two_line+two_line+two_line, alias=P652, format=1111111111100001111111110, value=174, r=0, weight=0.0, is_eb=false, formatCode=33539070, sunNum=20
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P653, format=1111111111010001111111100, value=174, r=0, weight=0.0, is_eb=false, formatCode=33530876, sunNum=19
], Pattern [name=letter_K+three_line+two_line+two_line+two_line, alias=P654, format=1111111111110001111110010, value=174, r=0, weight=0.0, is_eb=false, formatCode=33547250, sunNum=19
], Pattern [name=letter_C+three_line+two_line+two_line+two_line, alias=P655, format=1111011111100001111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=32490495, sunNum=20
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P656, format=1110011111010001111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=30385151, sunNum=19
], Pattern [name=letter_K+three_line+two_line+two_line+two_line, alias=P657, format=1001011111110001111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=19915775, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P658, format=1110011111110110100011111, value=174, r=0, weight=0.0, is_eb=false, formatCode=30403871, sunNum=18
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P659, format=1111111111110110100011100, value=174, r=0, weight=0.0, is_eb=false, formatCode=33549596, sunNum=18
], Pattern [name=letter_C+three_line+two_line+two_line+two_line, alias=P660, format=1111110000110111111111110, value=174, r=0, weight=0.0, is_eb=false, formatCode=33058814, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P661, format=1111101000110111111111100, value=174, r=0, weight=0.0, is_eb=false, formatCode=32796668, sunNum=18
], Pattern [name=letter_K+three_line+two_line+two_line+two_line, alias=P662, format=1111110100110111111110010, value=174, r=0, weight=0.0, is_eb=false, formatCode=33189874, sunNum=18
], Pattern [name=letter_P+three_line+two_line+two_line+two_line, alias=P663, format=1111110010110111111110000, value=174, r=0, weight=0.0, is_eb=false, formatCode=33124336, sunNum=17
], Pattern [name=letter_C+three_line+two_line+two_line+two_line, alias=P664, format=1111010000110111111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=32010239, sunNum=19
], Pattern [name=letter_I+three_line+two_line+two_line+two_line, alias=P665, format=1110001000110111111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=29650943, sunNum=18
], Pattern [name=letter_K+three_line+two_line+two_line+two_line, alias=P666, format=1001010100110111111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=19558399, sunNum=18
], Pattern [name=letter_H+three_line+two_line+two_line+two_line, alias=P667, format=1001010010110111111111111, value=174, r=0, weight=0.0, is_eb=false, formatCode=19492863, sunNum=18
], Pattern [name=letter_H+three_line+two_line+two_line+two_line, alias=P668, format=1001011111110111001011111, value=174, r=0, weight=0.0, is_eb=false, formatCode=19918431, sunNum=18
], Pattern [name=letter_K+three_line+two_line+two_line+two_line, alias=P669, format=1001011111110111010011111, value=174, r=0, weight=0.0, is_eb=false, formatCode=19918495, sunNum=18
], Pattern [name=letter_P+three_line+two_line+two_line+two_line, alias=P670, format=1111111111110111000010000, value=174, r=0, weight=0.0, is_eb=false, formatCode=33549840, sunNum=16
], Pattern [name=#+square+two_line+four_corners, alias=P671, format=1101111111010101111111011, value=170, r=0, weight=0.0, is_eb=false, formatCode=29338619, sunNum=20
], Pattern [name=letter_I+chess+square+cross+two_line+four_corners, alias=P672, format=1110111111110110111011101, value=155, r=0, weight=0.0, is_eb=false, formatCode=31452637, sunNum=20
], Pattern [name=letter_I+chess+square+cross+two_line+four_corners, alias=P673, format=1110101110110110111011111, value=155, r=0, weight=0.0, is_eb=false, formatCode=30895583, sunNum=19
], Pattern [name=letter_I+chess+square+cross+two_line+four_corners, alias=P674, format=1111101110110110111011101, value=155, r=0, weight=0.0, is_eb=false, formatCode=32992733, sunNum=19
], Pattern [name=letter_P+chess+square+cross+two_line+four_corners, alias=P675, format=1111111110110111111010101, value=155, r=0, weight=0.0, is_eb=false, formatCode=33517525, sunNum=20
], Pattern [name=letter_I+chess+square+cross+two_line+four_corners, alias=P676, format=1110101110110111111111101, value=155, r=0, weight=0.0, is_eb=false, formatCode=30896125, sunNum=20
], Pattern [name=#, alias=P677, format=0101011111010101111101010, value=150, r=1, weight=0.0, is_eb=true, formatCode=11512810, sunNum=16
], Pattern [name=letter_I+chess+square+cross+four_corners, alias=P678, format=1110101110110110111011101, value=147, r=0, weight=0.0, is_eb=false, formatCode=30895581, sunNum=18
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P679, format=1110111111110010101011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=31450463, sunNum=19
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P680, format=1110111111110110101011101, value=135, r=0, weight=0.0, is_eb=false, formatCode=31452509, sunNum=19
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P681, format=1110101010110110101011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=30764383, sunNum=17
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P682, format=1111111111110010101011101, value=135, r=0, weight=0.0, is_eb=false, formatCode=33547613, sunNum=19
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P683, format=1111101010110110101011101, value=135, r=0, weight=0.0, is_eb=false, formatCode=32861533, sunNum=17
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P684, format=1111101010110010101011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=32859487, sunNum=17
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P685, format=1111101010110011111111101, value=135, r=0, weight=0.0, is_eb=false, formatCode=32860157, sunNum=19
], Pattern [name=letter_K+chess+two_line+four_corners, alias=P686, format=1111111110110011111110111, value=135, r=0, weight=0.0, is_eb=false, formatCode=33515511, sunNum=21
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P687, format=1110111111110011111111101, value=135, r=0, weight=0.0, is_eb=false, formatCode=31451133, sunNum=21
], Pattern [name=letter_H+chess+two_line+four_corners, alias=P688, format=1011111010110111101011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=24997727, sunNum=19
], Pattern [name=letter_H+chess+two_line+four_corners, alias=P689, format=1011111111110111101010111, value=135, r=0, weight=0.0, is_eb=false, formatCode=25161559, sunNum=20
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P690, format=1110101010110111111111101, value=135, r=0, weight=0.0, is_eb=false, formatCode=30765053, sunNum=19
], Pattern [name=letter_K+chess+two_line+four_corners, alias=P691, format=1111111111110011111010111, value=135, r=0, weight=0.0, is_eb=false, formatCode=33548247, sunNum=21
], Pattern [name=letter_I+chess+two_line+four_corners, alias=P692, format=1110101010110011111111111, value=135, r=0, weight=0.0, is_eb=false, formatCode=30763007, sunNum=19
], Pattern [name=letter_K+chess+two_line+four_corners, alias=P693, format=1011111110110011111111111, value=135, r=0, weight=0.0, is_eb=false, formatCode=25126911, sunNum=21
], Pattern [name=letter_K+chess+two_line+four_corners, alias=P694, format=1011111111110011111110111, value=135, r=0, weight=0.0, is_eb=false, formatCode=25159671, sunNum=21
], Pattern [name=letter_K+chess+two_line+four_corners, alias=P695, format=1011111111110011111011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=25159647, sunNum=21
], Pattern [name=letter_C+chess+two_line+four_corners, alias=P696, format=1111111010100011101011111, value=135, r=0, weight=0.0, is_eb=false, formatCode=33376095, sunNum=18
], Pattern [name=letter_P+chess+two_line+four_corners, alias=P697, format=1111111010110111101010101, value=135, r=0, weight=0.0, is_eb=false, formatCode=33386325, sunNum=18
], Pattern [name=letter_I+square+cross+two_line, alias=P698, format=1110011111110110111011100, value=128, r=0, weight=0.0, is_eb=false, formatCode=30404060, sunNum=18
], Pattern [name=letter_I+square+cross+two_line, alias=P699, format=1110001110110110111011111, value=128, r=0, weight=0.0, is_eb=false, formatCode=29847007, sunNum=18
], Pattern [name=letter_I+square+cross+two_line, alias=P700, format=1111101110110110111011100, value=128, r=0, weight=0.0, is_eb=false, formatCode=32992732, sunNum=18
], Pattern [name=letter_P+square+cross+two_line, alias=P701, format=1111011110110111111110100, value=128, r=0, weight=0.0, is_eb=false, formatCode=32468980, sunNum=19
], Pattern [name=letter_P+square+cross+two_line, alias=P702, format=1111111110110111111010100, value=128, r=0, weight=0.0, is_eb=false, formatCode=33517524, sunNum=19
], Pattern [name=letter_P+square+cross+two_line, alias=P703, format=1111011111110111111010100, value=128, r=0, weight=0.0, is_eb=false, formatCode=32501716, sunNum=19
], Pattern [name=letter_I+square+cross+two_line, alias=P704, format=1110001110110111111111100, value=128, r=0, weight=0.0, is_eb=false, formatCode=29847548, sunNum=18
], Pattern [name=letter_I+chess+four_corners, alias=P705, format=1110101010110010101011101, value=127, r=0, weight=0.0, is_eb=false, formatCode=30762333, sunNum=15
], Pattern [name=letter_H+chess+four_corners, alias=P706, format=1011111010110111101010111, value=127, r=0, weight=0.0, is_eb=false, formatCode=24997719, sunNum=18
], Pattern [name=letter_K+chess+four_corners, alias=P707, format=1011111110110011111010111, value=127, r=0, weight=0.0, is_eb=false, formatCode=25126871, sunNum=19
], Pattern [name=three_line+chess+square+cross+two_line+two_line+two_line+four_corners, alias=P708, format=1111111111110110111010101, value=121, r=0, weight=0.0, is_eb=false, formatCode=33549781, sunNum=20
], Pattern [name=three_line+chess+square+cross+two_line+two_line+two_line+four_corners, alias=P709, format=1010111111110110111011111, value=121, r=0, weight=0.0, is_eb=false, formatCode=23064031, sunNum=20
], Pattern [name=three_line+chess+square+cross+two_line+two_line+two_line+four_corners, alias=P710, format=1111101110110111111110101, value=121, r=0, weight=0.0, is_eb=false, formatCode=32993269, sunNum=20
], Pattern [name=three_line+chess+square+cross+two_line+two_line+two_line+four_corners, alias=P711, format=1010101110110111111111111, value=121, r=0, weight=0.0, is_eb=false, formatCode=22507519, sunNum=20
], Pattern [name=three_line+chess+square+cross+two_line+two_line+two_line+four_corners, alias=P712, format=1010111111110111111110101, value=121, r=0, weight=0.0, is_eb=false, formatCode=23064565, sunNum=20
], Pattern [name=letter_I+square+two_line+four_corners, alias=P713, format=1110111111010100111011111, value=120, r=0, weight=0.0, is_eb=false, formatCode=31435231, sunNum=19
], Pattern [name=letter_I+square+two_line+four_corners, alias=P714, format=1111111111010100111011101, value=120, r=0, weight=0.0, is_eb=false, formatCode=33532381, sunNum=19
], Pattern [name=letter_I+square+two_line+four_corners, alias=P715, format=1111101110010100111011111, value=120, r=0, weight=0.0, is_eb=false, formatCode=32975327, sunNum=18
], Pattern [name=letter_I+square+two_line+four_corners, alias=P716, format=1111101110010101111111101, value=120, r=0, weight=0.0, is_eb=false, formatCode=32975869, sunNum=19
], Pattern [name=letter_P+square+two_line+four_corners, alias=P717, format=1111111110110101111110001, value=120, r=0, weight=0.0, is_eb=false, formatCode=33516529, sunNum=19
], Pattern [name=letter_I+square+two_line+four_corners, alias=P718, format=1110111111010101111111101, value=120, r=0, weight=0.0, is_eb=false, formatCode=31435773, sunNum=20
], Pattern [name=letter_I+square+two_line+four_corners, alias=P719, format=1110101110010101111111111, value=120, r=0, weight=0.0, is_eb=false, formatCode=30878719, sunNum=19
], Pattern [name=letter_P+square+two_line+four_corners, alias=P720, format=1111111111110101111010001, value=120, r=0, weight=0.0, is_eb=false, formatCode=33549265, sunNum=19
], Pattern [name=letter_I+square+cross, alias=P721, format=1110001110110110111011100, value=120, r=0, weight=0.0, is_eb=false, formatCode=29847004, sunNum=16
], Pattern [name=letter_I+cross+two_line+four_corners, alias=P722, format=1110111111110110110011101, value=120, r=0, weight=0.0, is_eb=false, formatCode=31452573, sunNum=19
], Pattern [name=letter_I+cross+two_line+four_corners, alias=P723, format=1110101100110110110011111, value=120, r=0, weight=0.0, is_eb=false, formatCode=30829983, sunNum=17
], Pattern [name=letter_I+cross+two_line+four_corners, alias=P724, format=1111101100110110110011101, value=120, r=0, weight=0.0, is_eb=false, formatCode=32927133, sunNum=17
], Pattern [name=letter_I+cross+two_line+four_corners, alias=P725, format=1110101100110111111111101, value=120, r=0, weight=0.0, is_eb=false, formatCode=30830589, sunNum=19
], Pattern [name=letter_P+square+two_line+four_corners, alias=P726, format=1111111110110111111010001, value=120, r=0, weight=0.0, is_eb=false, formatCode=33517521, sunNum=19
], Pattern [name=letter_P+square+cross, alias=P727, format=1111011110110111111010100, value=120, r=0, weight=0.0, is_eb=false, formatCode=32468948, sunNum=18
], Pattern [name=letter_K+cross+two_line+four_corners, alias=P728, format=1011110100110111111110111, value=120, r=0, weight=0.0, is_eb=false, formatCode=24801271, sunNum=19
], Pattern [name=letter_K+cross+two_line+four_corners, alias=P729, format=1111110100110111010010111, value=120, r=0, weight=0.0, is_eb=false, formatCode=33189527, sunNum=17
], Pattern [name=letter_P+cross+two_line+four_corners, alias=P730, format=1111110110110111010010101, value=120, r=0, weight=0.0, is_eb=false, formatCode=33255061, sunNum=17
], Pattern [name=letter_K+cross+two_line+four_corners, alias=P731, format=1011110100110111010011111, value=120, r=0, weight=0.0, is_eb=false, formatCode=24800927, sunNum=17
], Pattern [name=letter_K+cross+two_line+four_corners, alias=P732, format=1011111111110111010010111, value=120, r=0, weight=0.0, is_eb=false, formatCode=25161367, sunNum=19
], Pattern [name=letter_I+square+two_line, alias=P733, format=1110011111010100111011111, value=118, r=0, weight=0.0, is_eb=false, formatCode=30386655, sunNum=18
], Pattern [name=letter_I+square+two_line, alias=P734, format=1111111111010100111011100, value=118, r=0, weight=0.0, is_eb=false, formatCode=33532380, sunNum=18
], Pattern [name=letter_I+square+two_line, alias=P735, format=1111101110010101111111100, value=118, r=0, weight=0.0, is_eb=false, formatCode=32975868, sunNum=18
], Pattern [name=letter_P+square+two_line, alias=P736, format=1111111110110101111110000, value=118, r=0, weight=0.0, is_eb=false, formatCode=33516528, sunNum=18
], Pattern [name=letter_P+square+two_line, alias=P737, format=1111011111110101111110000, value=118, r=0, weight=0.0, is_eb=false, formatCode=32500720, sunNum=18
], Pattern [name=letter_P+square+two_line, alias=P738, format=1111111111110101111010000, value=118, r=0, weight=0.0, is_eb=false, formatCode=33549264, sunNum=18
], Pattern [name=letter_I+square+two_line, alias=P739, format=1110011111010101111111100, value=118, r=0, weight=0.0, is_eb=false, formatCode=30387196, sunNum=18
], Pattern [name=letter_I+square+two_line, alias=P740, format=1110001110010101111111111, value=118, r=0, weight=0.0, is_eb=false, formatCode=29830143, sunNum=18
], Pattern [name=letter_I+cross+two_line, alias=P741, format=1110011111110110110011100, value=118, r=0, weight=0.0, is_eb=false, formatCode=30403996, sunNum=17
