JsonRootBean [machineId=24, machineName=Bingo3, cardWidth=5, cardHeight=5, availableBalls=96, maxPrizeValue=2500, pattern=
[Pattern [name=bingo, alias=P0, format=1111111011100011101111111, value=2500, r=1, weight=0.0, is_eb=true, formatCode=33408895, sunNum=20
], Pattern [name=T+two_line+four_corners+diagonal, alias=P175, format=1111101100110110011010101, value=20, r=0, weight=0.0, is_eb=false, formatCode=32926933, sunNum=16
], Pattern [name=T+two_line+four_corners+diagonal, alias=P176, format=1111101100000000011011111, value=20, r=0, weight=0.0, is_eb=false, formatCode=32899295, sunNum=14
], Pattern [name=T+two_line+four_corners+diagonal, alias=P177, format=1111111111000000011010101, value=20, r=0, weight=0.0, is_eb=false, formatCode=33521877, sunNum=15
], Pattern [name=T+two_line+four_corners, alias=P178, format=1111100100000001111110101, value=19, r=0, weight=0.0, is_eb=false, formatCode=32637941, sunNum=14
], Pattern [name=T+two_line+four_corners, alias=P179, format=1111100100110110010010101, value=19, r=0, weight=0.0, is_eb=false, formatCode=32664725, sunNum=14
], Pattern [name=T+two_line+four_corners, alias=P180, format=1111111111000000010010101, value=19, r=0, weight=0.0, is_eb=false, formatCode=33521813, sunNum=14
], Pattern [name=T+two_line+four_corners, alias=P181, format=1111100100000000010011111, value=19, r=0, weight=0.0, is_eb=false, formatCode=32637087, sunNum=12
], Pattern [name=T+two_line+diagonal, alias=P182, format=1111100110000001111110100, value=18, r=0, weight=0.0, is_eb=false, formatCode=32703476, sunNum=14
], Pattern [name=T+two_line+diagonal, alias=P183, format=1111101100000001111100101, value=18, r=0, weight=0.0, is_eb=false, formatCode=32900069, sunNum=14
], Pattern [name=T+two_line+diagonal, alias=P184, format=1111100110110110110010100, value=18, r=0, weight=0.0, is_eb=false, formatCode=32730516, sunNum=15
], Pattern [name=T+two_line+diagonal, alias=P185, format=1111111111000000110010100, value=18, r=0, weight=0.0, is_eb=false, formatCode=33522068, sunNum=14
], Pattern [name=T+two_line+diagonal, alias=P186, format=1111101100110110011000101, value=18, r=0, weight=0.0, is_eb=false, formatCode=32926917, sunNum=15
], Pattern [name=T+two_line+diagonal, alias=P187, format=1111111111000000011000101, value=18, r=0, weight=0.0, is_eb=false, formatCode=33521861, sunNum=14
], Pattern [name=T+two_line, alias=P188, format=1111100100000001111100100, value=17, r=0, weight=0.0, is_eb=false, formatCode=32637924, sunNum=12
], Pattern [name=T+two_line, alias=P189, format=1111100100110110010000100, value=17, r=0, weight=0.0, is_eb=false, formatCode=32664708, sunNum=12
], Pattern [name=T+two_line, alias=P190, format=1111111111000000010000100, value=17, r=0, weight=0.0, is_eb=false, formatCode=33521796, sunNum=12
], Pattern [name=T+four_corners+diagonal, alias=P191, format=1111100110000000110010101, value=14, r=0, weight=0.0, is_eb=false, formatCode=32702869, sunNum=12
], Pattern [name=T+four_corners+diagonal, alias=P192, format=1111101100000000011010101, value=14, r=0, weight=0.0, is_eb=false, formatCode=32899285, sunNum=12
], Pattern [name=T+four_corners, alias=P193, format=1111100100000000010010101, value=13, r=0, weight=0.0, is_eb=false, formatCode=32637077, sunNum=10
], Pattern [name=T+diagonal, alias=P194, format=1111100110000000110010100, value=12, r=0, weight=0.0, is_eb=false, formatCode=32702868, sunNum=11
], Pattern [name=T+diagonal, alias=P195, format=1111101100000000011000101, value=12, r=0, weight=0.0, is_eb=false, formatCode=32899269, sunNum=11
], Pattern [name=X, alias=P196, format=1000101010000000101010001, value=11, r=1, weight=0.0, is_eb=true, formatCode=18153809, sunNum=8
], Pattern [name=T, alias=P197, format=1111100100000000010000100, value=11, r=1, weight=0.0, is_eb=true, formatCode=32637060, sunNum=8
], Pattern [name=two_line+four_corners+diagonal, alias=P198, format=1111100010000001111110001, value=9, r=0, weight=0.0, is_eb=false, formatCode=32572401, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P199, format=1000111111000000100011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=18841887, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P200, format=1111101000000001111110001, value=9, r=0, weight=0.0, is_eb=false, formatCode=32769009, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P201, format=1000111111110110100010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=18869521, sunNum=14
], Pattern [name=two_line+four_corners+diagonal, alias=P202, format=1000100010110110100011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=17919263, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P203, format=1111100010110110100010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=32599313, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P204, format=1000100010110111111110001, value=9, r=0, weight=0.0, is_eb=false, formatCode=17919985, sunNum=14
], Pattern [name=two_line+four_corners+diagonal, alias=P205, format=1000101000110111111110001, value=9, r=0, weight=0.0, is_eb=false, formatCode=18116593, sunNum=14
], Pattern [name=two_line+four_corners+diagonal, alias=P206, format=1000101000000001111111111, value=9, r=0, weight=0.0, is_eb=false, formatCode=18088959, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P207, format=1111100010000000100011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=32571679, sunNum=12
], Pattern [name=two_line+four_corners+diagonal, alias=P208, format=1000100010000001111111111, value=9, r=0, weight=0.0, is_eb=false, formatCode=17892351, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P209, format=1111111111000000100010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=33521937, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P210, format=1000111111000000001011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=18841695, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P211, format=1000101000110110001011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=18115679, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P212, format=1000111111110110001010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=18869329, sunNum=14
], Pattern [name=two_line+four_corners+diagonal, alias=P213, format=1111101000110110001010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=32795729, sunNum=13
], Pattern [name=two_line+four_corners+diagonal, alias=P214, format=1111101000000000001011111, value=9, r=0, weight=0.0, is_eb=false, formatCode=32768095, sunNum=12
], Pattern [name=two_line+four_corners+diagonal, alias=P215, format=1111111111000000001010001, value=9, r=0, weight=0.0, is_eb=false, formatCode=33521745, sunNum=13
], Pattern [name=two_line+four_corners, alias=P216, format=1111100000000001111110001, value=8, r=0, weight=0.0, is_eb=false, formatCode=32506865, sunNum=12
], Pattern [name=two_line+four_corners, alias=P217, format=1000100000110111111110001, value=8, r=0, weight=0.0, is_eb=false, formatCode=17854449, sunNum=13
], Pattern [name=two_line+four_corners, alias=P218, format=1000100000000001111111111, value=8, r=0, weight=0.0, is_eb=false, formatCode=17826815, sunNum=12
], Pattern [name=two_line+four_corners, alias=P219, format=1000111111000000000011111, value=8, r=0, weight=0.0, is_eb=false, formatCode=18841631, sunNum=12
], Pattern [name=two_line+four_corners, alias=P220, format=1000111111110110000010001, value=8, r=0, weight=0.0, is_eb=false, formatCode=18869265, sunNum=13
], Pattern [name=two_line+four_corners, alias=P221, format=1000100000110110000011111, value=8, r=0, weight=0.0, is_eb=false, formatCode=17853471, sunNum=11
], Pattern [name=two_line+four_corners, alias=P222, format=1111100000110110000010001, value=8, r=0, weight=0.0, is_eb=false, formatCode=32533521, sunNum=11
], Pattern [name=two_line+four_corners, alias=P223, format=1111111111000000000010001, value=8, r=0, weight=0.0, is_eb=false, formatCode=33521681, sunNum=12
], Pattern [name=two_line+diagonal, alias=P224, format=1111100010000001111110000, value=7, r=0, weight=0.0, is_eb=false, formatCode=32572400, sunNum=12
], Pattern [name=two_line+diagonal, alias=P225, format=1111101000000001111100001, value=7, r=0, weight=0.0, is_eb=false, formatCode=32768993, sunNum=12
], Pattern [name=two_line+diagonal, alias=P226, format=1111100010110110100010000, value=7, r=0, weight=0.0, is_eb=false, formatCode=32599312, sunNum=12
], Pattern [name=two_line+diagonal, alias=P227, format=1000001000110111111100001, value=7, r=0, weight=0.0, is_eb=false, formatCode=17068001, sunNum=12
], Pattern [name=two_line+diagonal, alias=P228, format=1000011111000001111100001, value=7, r=0, weight=0.0, is_eb=false, formatCode=17794017, sunNum=12
], Pattern [name=two_line+diagonal, alias=P229, format=1111111111000000100010000, value=7, r=0, weight=0.0, is_eb=false, formatCode=33521936, sunNum=12
], Pattern [name=two_line+diagonal, alias=P230, format=1000001000000001111111111, value=7, r=0, weight=0.0, is_eb=false, formatCode=17040383, sunNum=12
], Pattern [name=two_line+diagonal, alias=P231, format=00000111111000000100011111, value=7, r=0, weight=0.0, is_eb=false, formatCode=2064671, sunNum=12
], Pattern [name=two_line+diagonal, alias=P232, format=00000100010110110100011111, value=7, r=0, weight=0.0, is_eb=false, formatCode=1142047, sunNum=12
], Pattern [name=two_line+diagonal, alias=P233, format=00000111111110110100010000, value=7, r=0, weight=0.0, is_eb=false, formatCode=2092304, sunNum=12
], Pattern [name=two_line+diagonal, alias=P234, format=1000011111110110001000001, value=7, r=0, weight=0.0, is_eb=false, formatCode=17820737, sunNum=12
], Pattern [name=two_line+diagonal, alias=P235, format=1000011111000000001011111, value=7, r=0, weight=0.0, is_eb=false, formatCode=17793119, sunNum=12
], Pattern [name=two_line+diagonal, alias=P236, format=1000001000110110001011111, value=7, r=0, weight=0.0, is_eb=false, formatCode=17067103, sunNum=12
], Pattern [name=two_line+diagonal, alias=P237, format=1111101000110110001000001, value=7, r=0, weight=0.0, is_eb=false, formatCode=32795713, sunNum=12
], Pattern [name=two_line+diagonal, alias=P238, format=1111111111000000001000001, value=7, r=0, weight=0.0, is_eb=false, formatCode=33521729, sunNum=12
], Pattern [name=two_line+diagonal, alias=P239, format=00000100010110111111110000, value=7, r=0, weight=0.0, is_eb=false, formatCode=1142768, sunNum=12
], Pattern [name=two_line+diagonal, alias=P240, format=00000100010000001111111111, value=7, r=0, weight=0.0, is_eb=false, formatCode=1115135, sunNum=12
], Pattern [name=two_line+diagonal, alias=P241, format=00000111111000001111110000, value=7, r=0, weight=0.0, is_eb=false, formatCode=2065392, sunNum=12
], Pattern [name=two_line, alias=P242, format=0000011111110110000000000, value=6, r=1, weight=0.0, is_eb=true, formatCode=1043456, sunNum=9
], Pattern [name=two_line, alias=P243, format=1111100000000001111100000, value=6, r=1, weight=0.0, is_eb=true, formatCode=32506848, sunNum=10
], Pattern [name=two_line, alias=P244, format=0000011111000000000011111, value=6, r=1, weight=0.0, is_eb=true, formatCode=1015839, sunNum=10
], Pattern [name=two_line, alias=P245, format=0000000000110110000011111, value=6, r=1, weight=0.0, is_eb=true, formatCode=27679, sunNum=9
], Pattern [name=two_line, alias=P246, format=0000000000110111111100000, value=6, r=1, weight=0.0, is_eb=true, formatCode=28640, sunNum=9
], Pattern [name=two_line, alias=P247, format=1111100000000000000011111, value=6, r=1, weight=0.0, is_eb=true, formatCode=32505887, sunNum=10
], Pattern [name=two_line, alias=P248, format=0000011111000001111100000, value=6, r=1, weight=0.0, is_eb=true, formatCode=1016800, sunNum=10
], Pattern [name=two_line, alias=P249, format=1111100000110110000000000, value=6, r=1, weight=0.0, is_eb=true, formatCode=32533504, sunNum=9
], Pattern [name=two_line, alias=P250, format=1111111111000000000000000, value=6, r=1, weight=0.0, is_eb=true, formatCode=33521664, sunNum=10
], Pattern [name=two_line, alias=P251, format=0000000000000001111111111, value=6, r=1, weight=0.0, is_eb=true, formatCode=1023, sunNum=10
], Pattern [name=four_corners+diagonal, alias=P252, format=1000100010000000100010001, value=3, r=0, weight=0.0, is_eb=false, formatCode=17891601, sunNum=6
], Pattern [name=four_corners+diagonal, alias=P253, format=1000101000000000001010001, value=3, r=0, weight=0.0, is_eb=false, formatCode=18088017, sunNum=6
], Pattern [name=four_corners, alias=P254, format=1000100000000000000010001, value=2, r=1, weight=0.0, is_eb=true, formatCode=17825809, sunNum=4
], Pattern [name=diagonal, alias=P255, format=0000100010000000100010000, value=1, r=1, weight=0.0, is_eb=true, formatCode=1114384, sunNum=4
], Pattern [name=diagonal, alias=P256, format=1000001000000000001000001, value=1, r=1, weight=0.0, is_eb=true, formatCode=17039425, sunNum=4
]]]
